seqname,locus_tag.d6,start,end,strand,locus_tag.168,gene,product,category1,category2,sporulation
NZ_CP015975.1,A8O17_RS07940,1509464,1510255,+,BSU_15240,divIB,cell-division initiation protein,Cellular processes;Lifestyles;Lifestyles;Groups of genes;Groups of genes,Cell envelope and cell division;Sporulation;Coping with stress;Essential genes;Membrane proteins,TRUE
NZ_CP015975.1,A8O17_RS07945,1510252,1510947,+,BSU_15250,ylxW,conserved hypothetical protein,Lifestyles;Lifestyles,Sporulation;Coping with stress,TRUE
NZ_CP015975.1,A8O17_RS07950,1510970,1511677,+,BSU_15260,ylxX,conserved hypothetical protein,Lifestyles;Lifestyles;Groups of genes;Groups of genes,Sporulation;Coping with stress;Membrane proteins;Efp-dependent proteins,TRUE
NZ_CP015975.1,A8O17_RS07955,1511695,1512060,+,BSU_15270,sbp,putative integral inner membrane protein (small basic protein),Lifestyles;Lifestyles;Groups of genes,Sporulation;Coping with stress;Membrane proteins,TRUE
NZ_CP015975.1,A8O17_RS07960,1512234,1513556,+,BSU_15280,ftsA,cell-division protein essential for Z-ring assembly,Cellular processes;Groups of genes;Groups of genes,Cell envelope and cell division;Essential genes;Membrane proteins,TRUE
NZ_CP015975.1,A8O17_RS07965,1513592,1514740,+,BSU_15290,ftsZ,cell-division initiation protein,Cellular processes;Groups of genes;Groups of genes,Cell envelope and cell division;Essential genes;Membrane proteins,TRUE
NZ_CP015975.1,A8O17_RS07970,1515043,1519344,+,BSU_15300,bpr,bacillopeptidase F,Metabolism;Information processing;Groups of genes,"Amino acid/ nitrogen metabolism;Protein synthesis, modification and degradation;Secreted proteins",FALSE
NZ_CP015975.1,A8O17_RS07975,1519539,1520468,+,BSU_15310,spoIIGA,protease processing pro-sigma-E,Information processing;Information processing;Lifestyles;Groups of genes,"Protein synthesis, modification and degradation;Regulation of gene expression;Sporulation;Membrane proteins",TRUE
NZ_CP015975.1,A8O17_RS07980,1520531,1521250,+,BSU_15320,sigE,RNA polymerase sporulation-specific sigma-29 factor (sigma-E),Information processing;Information processing;Groups of genes,RNA synthesis and degradation;Regulation of gene expression;Efp-dependent proteins,TRUE
NZ_CP015975.1,A8O17_RS07985,1521390,1522172,+,BSU_15330,sigG,RNA polymerase sporulation-specific sigma factor (sigma-G),Information processing;Information processing;Lifestyles,RNA synthesis and degradation;Regulation of gene expression;Sporulation,TRUE
NZ_CP015975.1,A8O17_RS07990,1522320,1523114,+,BSU_15340,ylmA,putative ABC transporter (ATP-binding protein),NA,NA,FALSE
NZ_CP015975.1,A8O17_RS07995,1523316,1524596,+,BSU_15350,thiQ,N-formyl-4-amino-5-aminomethyl-2-methylpyrimidinedeformylase,Metabolism,Additional metabolic pathways,FALSE
NZ_CP015975.1,A8O17_RS08000,1524679,1524924,+,BSU_15360,ylmC,essential sporulation protein,Lifestyles,Sporulation,TRUE
NZ_CP015975.1,A8O17_RS08005,1525087,1525923,+,BSU_15370,ylmD,conserved protein with laccase domain,Cellular processes;Metabolism,Cell envelope and cell division;Additional metabolic pathways,FALSE
NZ_CP015975.1,A8O17_RS08010,1525930,1526622,+,BSU_15380,ylmE,putative PLP-containing enzyme,Groups of genes,Poorly characterized/ putative enzymes,FALSE
NZ_CP015975.1,A8O17_RS08015,1526619,1527074,+,BSU_15390,sepF,cell division machinery factor,Cellular processes;Groups of genes,Cell envelope and cell division;Membrane proteins,FALSE
NZ_CP015975.1,A8O17_RS08020,1527081,1527353,+,BSU_15400,ylmG,factor involved in shape determination%2C distribution of nucleoids and osmotic tolerance,Groups of genes,Proteins of unknown function,FALSE
NZ_CP015975.1,A8O17_RS08025,1527414,1528187,+,BSU_15410,ylmH,factor involved in shape determination%2C RNA-binding fold,Groups of genes,Proteins of unknown function,FALSE
NZ_CP015975.1,A8O17_RS08030,1528281,1528775,+,BSU_15420,divIVA,cell-division initiation protein,Cellular processes;Cellular processes;Groups of genes;Groups of genes,Cell envelope and cell division;Cell envelope and cell division;Membrane proteins;Phosphoproteins,TRUE
NZ_CP015975.1,A8O17_RS08035,1529117,1531882,+,BSU_15430,ileS,isoleucyl-tRNA synthetase,Information processing;Groups of genes,"Protein synthesis, modification and degradation;Essential genes",FALSE
NZ_CP015975.1,A8O17_RS08040,1532027,1532401,+,BSU_15440,ylyA,sporulation-related RNA polymerase-binding factor,Lifestyles,Sporulation,TRUE
NZ_CP015975.1,A8O17_RS08045,1532504,1532968,+,BSU_15450,lspA,signal peptidase II,Information processing;Groups of genes,"Protein synthesis, modification and degradation;Membrane proteins",FALSE
NZ_CP015975.1,A8O17_RS08050,1532970,1533881,+,BSU_15460,rluD,pseudouridylate synthase,Information processing,"Protein synthesis, modification and degradation",FALSE
NZ_CP015975.1,A8O17_RS08055,1534064,1534609,+,BSU_15470,pyrR,transcriptional attenuator and uracil phosphoribosyltransferase activity,Metabolism;Information processing;Information processing,Nucleotide metabolism;Regulation of gene expression;Regulation of gene expression,FALSE
NZ_CP015975.1,A8O17_RS08060,1534783,1536090,+,BSU_15480,pyrP,uracil permease,Cellular processes;Metabolism;Groups of genes,Transporters;Nucleotide metabolism;Membrane proteins,FALSE
NZ_CP015975.1,A8O17_RS08065,1536236,1537150,+,BSU_15490,pyrB,aspartate carbamoyltransferase,Metabolism;Groups of genes,Nucleotide metabolism;Phosphoproteins,FALSE
NZ_CP015975.1,A8O17_RS08070,1537134,1538420,+,BSU_15500,pyrC,dihydroorotase,Metabolism,Nucleotide metabolism,FALSE
NZ_CP015975.1,A8O17_RS08075,1538417,1539511,+,BSU_15510,pyrAA,pyrimidine-specific carbamoyl-phosphate synthetase (small subunit%2C glutaminase subunit),Metabolism,Nucleotide metabolism,FALSE
NZ_CP015975.1,A8O17_RS08080,1539496,1542711,+,BSU_15520,pyrAB,pyrimidine-specific carbamoyl-phosphate synthetase (large subunit),Metabolism;Groups of genes,Nucleotide metabolism;Membrane proteins,FALSE
NZ_CP015975.1,A8O17_RS08085,1542708,1543478,+,BSU_15530,pyrK,dihydroorotate dehydrogenase (electron transfer subunit),Metabolism,Nucleotide metabolism,FALSE
NZ_CP015975.1,A8O17_RS08090,1543478,1544413,+,BSU_15540,pyrD,dihydroorotate dehydrogenase (catalytic subunit),Metabolism,Nucleotide metabolism,FALSE
NZ_CP015975.1,A8O17_RS08095,1544382,1545101,+,BSU_15550,pyrF,orotidine 5'-phosphate decarboxylase,Metabolism;Information processing,Nucleotide metabolism;Genetics,FALSE
NZ_CP015975.1,A8O17_RS08100,1545080,1545730,+,BSU_15560,pyrE,orotate phosphoribosyltransferase,Metabolism,Nucleotide metabolism,FALSE
NZ_CP015975.1,A8O17_RS08105,1546142,1546843,+,BSU_15570,cysH,(phospho)adenosine phosphosulfate reductase,Metabolism;Metabolism,Additional metabolic pathways;Additional metabolic pathways,FALSE
NZ_CP015975.1,A8O17_RS08110,1546855,1547919,+,BSU_15580,cysP,sulfate permease,Cellular processes;Metabolism;Metabolism;Groups of genes,Transporters;Additional metabolic pathways;Additional metabolic pathways;Membrane proteins,FALSE
NZ_CP015975.1,A8O17_RS08115,1547968,1549116,+,BSU_15590,sat,sulfate adenylyltransferase,Metabolism;Metabolism,Additional metabolic pathways;Additional metabolic pathways,TRUE
NZ_CP015975.1,A8O17_RS08120,1549129,1549722,+,BSU_15600,cysC,adenylylsulfate kinase,Metabolism;Metabolism,Additional metabolic pathways;Additional metabolic pathways,FALSE
NZ_CP015975.1,A8O17_RS08125,1549821,1550594,+,BSU_15610,sumT,uroporphyrinogen III and precorrin-1 C-methyltransferase,Metabolism,Additional metabolic pathways,FALSE
NZ_CP015975.1,A8O17_RS08130,1550597,1551382,+,BSU_15620,sirB,sirohydrochlorin ferrochelatase,Metabolism,Additional metabolic pathways,FALSE
NZ_CP015975.1,A8O17_RS08135,1551363,1551851,+,BSU_15630,sirC,precorrin-2 dehydrogenase,Metabolism,Additional metabolic pathways,FALSE
NZ_CP015975.1,A8O17_RS08140,1551891,1553609,-,BSU_15640,fbnA,putative tRNA modification protein,Information processing;Lifestyles,"Protein synthesis, modification and degradation;Exponential and early post-exponential lifestyles",FALSE
NZ_CP015975.1,A8O17_RS08145,1553725,1556397,+,BSU_15650,tcaB,P-type calcium transport ATPase (sporulation),Cellular processes;Lifestyles;Groups of genes,Homeostasis;Sporulation;Membrane proteins,TRUE
NZ_CP015975.1,A8O17_RS08150,1556480,1557355,+,BSU_15660,yloC,conserved protein of unknown function,Groups of genes,Proteins of unknown function,FALSE
NZ_CP015975.1,A8O17_RS08155,1557432,1557701,+,BSU_15670,remA,essential sporulation DNA binding protein%3B regulator of biofilm formation,Information processing;Lifestyles;Lifestyles,Regulation of gene expression;Exponential and early post-exponential lifestyles;Exponential and early post-exponential lifestyles,TRUE
NZ_CP015975.1,A8O17_RS08160,1557709,1558323,+,BSU_15680,gmk,guanylate kinase,Metabolism;Information processing;Groups of genes;Groups of genes,Nucleotide metabolism;Targets of second messengers;Essential genes;Phosphoproteins,FALSE
NZ_CP015975.1,A8O17_RS08165,1558327,1558530,+,BSU_15690,rpoZ,omega subunit of RNA polymerase,Information processing,RNA synthesis and degradation,FALSE
NZ_CP015975.1,A8O17_RS08170,1558611,1559831,+,BSU_15700,coaBC,coenzyme A biosynthesis bifunctional protein CoaBC%3B phosphopantothenoylcysteine synthetase/decarboxylase,Metabolism;Groups of genes,Additional metabolic pathways;Essential genes,FALSE
NZ_CP015975.1,A8O17_RS08175,1559828,1562245,+,BSU_15710,priA,primosomal replication factor Y (primosomal protein N'),Information processing;Groups of genes,Genetics;Essential genes,FALSE
NZ_CP015975.1,A8O17_RS08180,1562272,1562754,+,BSU_15720,defA,peptide deformylase,Information processing;Information processing,"Protein synthesis, modification and degradation;Protein synthesis, modification and degradation",FALSE
NZ_CP015975.1,A8O17_RS08185,1562759,1563712,+,BSU_15730,fmt,methionyl-tRNA formyltransferase,Information processing;Groups of genes,"Protein synthesis, modification and degradation;Efp-dependent proteins",FALSE
NZ_CP015975.1,A8O17_RS08190,1563699,1565042,+,BSU_15740,rsmB,RNA-binding Sun protein%3B 16S rRNA m5C967 methyltransferase%2C S-adenosyl-L-methionine-dependent,Information processing,"Protein synthesis, modification and degradation",FALSE
NZ_CP015975.1,A8O17_RS08195,1565046,1566137,+,BSU_15750,rlmN,23S rRNA m2A2503 methyltransferase and tRNA A37 C2 methyltransferase,Information processing,"Protein synthesis, modification and degradation",FALSE
NZ_CP015975.1,A8O17_RS08200,1566144,1566908,+,BSU_15760,prpC,multitarget phosphorylated protein phosphatase,Information processing,"Protein synthesis, modification and degradation",FALSE
NZ_CP015975.1,A8O17_RS08205,1566902,1568848,+,BSU_15770,prkC,protein serine/threonine kinase,Information processing;Lifestyles;Groups of genes;Groups of genes,"Protein synthesis, modification and degradation;Sporulation;Membrane proteins;Phosphoproteins",TRUE
NZ_CP015975.1,A8O17_RS08210,1568863,1569759,+,BSU_15780,rsgA,GTPase involved in ribosome biogenesis,Cellular processes;Metabolism;Information processing;Information processing;Groups of genes;Groups of genes,"Cell envelope and cell division;Detoxification reactions;Genetics;Protein synthesis, modification and degradation;GTP-binding proteins;Phosphoproteins",FALSE
NZ_CP015975.1,A8O17_RS08215,1569764,1570417,+,BSU_15790,rpe,ribulose-5-phosphate 3-epimerase,Metabolism,Carbon metabolism,FALSE
NZ_CP015975.1,A8O17_RS08220,1570490,1571134,+,BSU_15800,thiN,thiamine pyrophosphokinase,Metabolism,Additional metabolic pathways,TRUE
NZ_CP015975.1,A8O17_RS08225,1571206,1571286,+,BSU_15810,spoVM,factor required for normal spore cortex and coat synthesis (stage V sporulation),Lifestyles;Groups of genes,Sporulation;Membrane proteins,TRUE
NZ_CP015975.1,A8O17_RS08230,1571359,1571547,-,BSU_15820,rpmB,ribosomal protein L28,Information processing,"Protein synthesis, modification and degradation",FALSE
NZ_CP015975.1,A8O17_RS08235,1571824,1572186,+,BSU_15830,yloU,putative factor involved in malonyl-CoA synthesis,Groups of genes,Proteins of unknown function,FALSE
NZ_CP015975.1,A8O17_RS08240,1572202,1573863,+,BSU_15840,yloV,putative enzyme structurally related to dihydroxyacetone/glyceraldehyde kinase,Metabolism;Groups of genes,Lipid metabolism;Phosphoproteins,FALSE
NZ_CP015975.1,A8O17_RS08245,1574002,1574664,+,BSU_15850,sdaAB,L-serine dehydratase (beta chain),Metabolism,Amino acid/ nitrogen metabolism,FALSE
NZ_CP015975.1,A8O17_RS08250,1574690,1575592,+,BSU_15860,sdaAA,L-serine dehydratase (alpha chain),Metabolism,Amino acid/ nitrogen metabolism,FALSE
NZ_CP015975.1,A8O17_RS08255,1575570,1577618,+,BSU_15870,recG,branch migrating ATP-dependent DNA helicase involved in DNA recombination and repair,Information processing;Information processing,Genetics;Genetics,FALSE
NZ_CP015975.1,A8O17_RS08260,1577727,1578293,+,BSU_15880,fapR,transcription factor controlling fatty acid and phospholipid metabolism (FapR-malonyl-Coa),Metabolism;Information processing,Lipid metabolism;Regulation of gene expression,FALSE
NZ_CP015975.1,A8O17_RS08265,1578307,1579308,+,BSU_15890,plsX,phosphate:acyl-ACP acyltransferase,Cellular processes;Metabolism;Groups of genes;Groups of genes,Cell envelope and cell division;Lipid metabolism;Essential genes;Membrane proteins,FALSE
NZ_CP015975.1,A8O17_RS08270,1579327,1580280,+,BSU_15900,fabD,malonyl CoA:acyl carrier protein transacylase,Metabolism;Groups of genes,Lipid metabolism;Essential genes,FALSE
NZ_CP015975.1,A8O17_RS08275,1580273,1581013,+,BSU_15910,fabG,beta-ketoacyl-acyl carrier protein reductase,Metabolism;Groups of genes,Lipid metabolism;Essential genes,TRUE
NZ_CP015975.1,A8O17_RS08280,1581097,1581330,+,BSU_15920,acpA,acyl carrier protein,Metabolism;Groups of genes,Lipid metabolism;Essential genes,FALSE
NZ_CP015975.1,A8O17_RS08285,1581470,1582219,+,BSU_15930,rnc,ribonuclease III,Information processing;Information processing;Information processing;Groups of genes,"RNA synthesis and degradation;Protein synthesis, modification and degradation;Protein synthesis, modification and degradation;Essential genes",FALSE
NZ_CP015975.1,A8O17_RS08290,1582320,1585880,+,BSU_15940,smc,chromosome condensation and segregation SMC ATPase,Information processing;Groups of genes,Genetics;Essential genes,TRUE
NZ_CP015975.1,A8O17_RS08295,1585900,1586889,+,BSU_15950,ftsY,signal recognition particle (docking protein),Information processing;Lifestyles;Groups of genes;Groups of genes,"Protein synthesis, modification and degradation;Sporulation;Essential genes;Membrane proteins",TRUE
NZ_CP015975.1,A8O17_RS08300,1586926,1587411,-,BSU_15960,ylqB,conserved exported protein of unknown function,Information processing;Lifestyles;Groups of genes,Regulation of gene expression;Sporulation;Secreted proteins,TRUE
NZ_CP015975.1,A8O17_RS08305,1587588,1587920,+,BSU_15970,ylxM,component of the signal recognition particle (SRP) protein-targeting pathway,Information processing,"Protein synthesis, modification and degradation",FALSE
NZ_CP015975.1,A8O17_RS08310,1587934,1589274,+,BSU_15980,ffh,signal recognition particle-like (SRP) GTPase,Information processing;Groups of genes,"Protein synthesis, modification and degradation;Essential genes",FALSE
NZ_CP015975.1,A8O17_RS08315,1589380,1589652,+,BSU_15990,rpsP,ribosomal protein S16 (BS17),Information processing;Groups of genes,"Protein synthesis, modification and degradation;Essential genes",FALSE
NZ_CP015975.1,A8O17_RS08320,1589652,1589897,+,BSU_16000,ylqC,putative RNA binding protein,Groups of genes,Proteins of unknown function,FALSE
NZ_CP015975.1,A8O17_RS08325,1590019,1590405,+,BSU_16010,ylqD,conserved hypothetical protein,Groups of genes,Proteins of unknown function,FALSE
NZ_CP015975.1,A8O17_RS08330,1590410,1590934,+,BSU_16020,rimM,16S rRNA processing protein,Information processing;Information processing,"RNA synthesis and degradation;Protein synthesis, modification and degradation",FALSE
NZ_CP015975.1,A8O17_RS08335,1590931,1591662,+,BSU_16030,trmD,tRNA(m1G37)methyltransferase,Information processing;Groups of genes,"Protein synthesis, modification and degradation;Essential genes",FALSE
NZ_CP015975.1,A8O17_RS08340,1591802,1592149,+,BSU_16040,rplS,ribosomal protein L19,Information processing;Groups of genes,"Protein synthesis, modification and degradation;Essential genes",FALSE
NZ_CP015975.1,A8O17_RS08345,1592292,1593140,+,BSU_16050,rbgA,ribosome biogenesis GTPase A,Information processing;Information processing;Groups of genes;Groups of genes,"Protein synthesis, modification and degradation;Targets of second messengers;Essential genes;GTP-binding proteins",FALSE
NZ_CP015975.1,A8O17_RS08350,1593211,1593978,+,BSU_16060,rnhB,ribonuclease HII,Information processing;Information processing,Genetics;RNA synthesis and degradation,FALSE
NZ_CP015975.1,A8O17_RS08355,1594010,1595740,+,BSU_16070,ylqG,putative glycosyltransferase,Groups of genes,Proteins of unknown function,FALSE
NZ_CP015975.1,A8O17_RS08360,1595737,1596018,+,BSU_16080,ylqH,putative flagellar biosynthesis protein,Lifestyles,Exponential and early post-exponential lifestyles,FALSE
NZ_CP015975.1,A8O17_RS08365,1596191,1597348,+,BSU_16090,sucC,succinyl-CoA synthetase (beta subunit),Metabolism;Metabolism;Groups of genes,Electron transport and ATP synthesis;Carbon metabolism;Phosphoproteins,FALSE
NZ_CP015975.1,A8O17_RS08370,1597377,1598279,+,BSU_16100,sucD,succinyl-CoA synthetase (alpha subunit),Metabolism;Metabolism;Groups of genes,Electron transport and ATP synthesis;Carbon metabolism;Phosphoproteins,FALSE
NZ_CP015975.1,A8O17_RS08375,1598340,1599233,+,BSU_16110,dprA,DNA processing Smf single strand binding protein,Information processing;Information processing;Information processing;Lifestyles,Genetics;Genetics;Genetics;Exponential and early post-exponential lifestyles,FALSE
NZ_CP015975.1,A8O17_RS08380,1599421,1601496,+,BSU_16120,topA,DNA topoisomerase I,Information processing;Groups of genes;Groups of genes,Genetics;Essential genes;Efp-dependent proteins,FALSE
NZ_CP015975.1,A8O17_RS08385,1601572,1602879,+,BSU_16130,trmFO,tRNA:m(5)U-54 methyltransferase,Information processing,"Protein synthesis, modification and degradation",FALSE
NZ_CP015975.1,A8O17_RS08390,1602947,1603861,+,BSU_16140,codV,site-specific tyrosine recombinase for chromosome partitioning,Information processing,Genetics,FALSE
NZ_CP015975.1,A8O17_RS08395,1603874,1604419,+,BSU_16150,clpQ,two-component ATP-dependent protease (N-terminal serine protease),Information processing,"Protein synthesis, modification and degradation",FALSE
NZ_CP015975.1,A8O17_RS08400,1604436,1605839,+,BSU_16160,clpY,two-component ATP-dependent protease (ATPase and chaperone),Information processing,"Protein synthesis, modification and degradation",FALSE
NZ_CP015975.1,A8O17_RS08405,1605879,1606658,+,BSU_16170,codY,transcriptional regulator%2C GTP and BCAA-dependent,Information processing;Information processing;Groups of genes,Regulation of gene expression;Regulation of gene expression;Phosphoproteins,TRUE
NZ_CP015975.1,A8O17_RS08410,1607038,1607427,+,BSU_16180,flgB,flagellar component of cell-proximal portion of basal-body rod,Lifestyles;Groups of genes,Exponential and early post-exponential lifestyles;Secreted proteins,FALSE
NZ_CP015975.1,A8O17_RS08415,1607427,1607879,+,BSU_16190,flgC,flagellar component of cell-proximal portion of basal-body rod,Lifestyles;Groups of genes,Exponential and early post-exponential lifestyles;Secreted proteins,FALSE
NZ_CP015975.1,A8O17_RS08420,1607890,1608210,+,BSU_16200,fliE,flagellar basal body protein,Lifestyles,Exponential and early post-exponential lifestyles,FALSE
NZ_CP015975.1,A8O17_RS08425,1608256,1609866,+,BSU_16210,fliF,flagellar basal-body M-ring protein,Lifestyles;Lifestyles;Groups of genes,Exponential and early post-exponential lifestyles;Exponential and early post-exponential lifestyles;Membrane proteins,FALSE
NZ_CP015975.1,A8O17_RS08430,1609879,1610895,+,BSU_16220,fliG,flagellar motor switching and energizing component,Lifestyles;Groups of genes,Exponential and early post-exponential lifestyles;Membrane proteins,FALSE
NZ_CP015975.1,A8O17_RS08435,1610879,1611640,+,BSU_16230,fliH,flagellar export apparatus subunit of cytoplasmic ATPase,Lifestyles,Exponential and early post-exponential lifestyles,FALSE
NZ_CP015975.1,A8O17_RS08440,1611637,1612953,+,BSU_16240,fliI,flagellar-specific ATPase subunit of export apparatus,Lifestyles,Exponential and early post-exponential lifestyles,FALSE
NZ_CP015975.1,A8O17_RS08445,1612956,1613399,+,BSU_16250,fliJ,flagellar synthesis rod subunit of export ATPase,Lifestyles;Groups of genes,Exponential and early post-exponential lifestyles;Membrane proteins,FALSE
NZ_CP015975.1,A8O17_RS08450,1613411,1614025,+,BSU_16260,ylxF,putative kinesin-like protein,Groups of genes,Proteins of unknown function,FALSE
NZ_CP015975.1,A8O17_RS08455,1614038,1615501,+,BSU_16270,fliK,flagellar hook-length control protein (ruler),Lifestyles,Exponential and early post-exponential lifestyles,FALSE
NZ_CP015975.1,A8O17_RS08460,1615498,1615920,+,BSU_16280,flgD,flagellar hook capping protein,Lifestyles,Exponential and early post-exponential lifestyles,FALSE
NZ_CP015975.1,A8O17_RS08465,1615942,1616736,+,BSU_16290,flgE,flagellar hook protein,Lifestyles;Lifestyles;Groups of genes;Groups of genes,Exponential and early post-exponential lifestyles;Exponential and early post-exponential lifestyles;Membrane proteins;Secreted proteins,FALSE
NZ_CP015975.1,A8O17_RS08470,1616776,1616991,+,BSU_16299,swrD,flagellar power transducer required for swarming,Lifestyles;Lifestyles,Exponential and early post-exponential lifestyles;Exponential and early post-exponential lifestyles,FALSE
NZ_CP015975.1,A8O17_RS08475,1616988,1617410,+,BSU_16300,fliL,flagellar basal-body (stator) associated protein,Lifestyles;Groups of genes,Exponential and early post-exponential lifestyles;Membrane proteins,FALSE
NZ_CP015975.1,A8O17_RS08480,1617444,1618442,+,BSU_16310,fliM,flagellar motor switching and energizing component,Lifestyles;Groups of genes,Exponential and early post-exponential lifestyles;Membrane proteins,FALSE
NZ_CP015975.1,A8O17_RS08485,1618432,1619568,+,BSU_16320,fliY,flagellar motor switching and energizing phosphatase,Information processing;Lifestyles;Lifestyles;Groups of genes;Groups of genes,"Protein synthesis, modification and degradation;Exponential and early post-exponential lifestyles;Exponential and early post-exponential lifestyles;Membrane proteins;Phosphoproteins",FALSE
NZ_CP015975.1,A8O17_RS08490,1619594,1619956,+,BSU_16330,cheY,regulator of chemotaxis and motility,Information processing;Lifestyles;Lifestyles;Lifestyles;Groups of genes,Regulation of gene expression;Exponential and early post-exponential lifestyles;Exponential and early post-exponential lifestyles;Exponential and early post-exponential lifestyles;Phosphoproteins,FALSE
NZ_CP015975.1,A8O17_RS08495,1619971,1620630,+,BSU_16340,fliZ,flagellar regulatory protein,Information processing;Lifestyles;Groups of genes,"Protein synthesis, modification and degradation;Exponential and early post-exponential lifestyles;Membrane proteins",FALSE
NZ_CP015975.1,A8O17_RS08500,1620623,1621288,+,BSU_16350,fliP,component of the flagellar export machinery,Information processing;Lifestyles;Groups of genes,"Protein synthesis, modification and degradation;Exponential and early post-exponential lifestyles;Membrane proteins",FALSE
NZ_CP015975.1,A8O17_RS08505,1621303,1621572,+,BSU_16360,fliQ,component of the flagellar export machinery,Information processing;Lifestyles;Groups of genes,"Protein synthesis, modification and degradation;Exponential and early post-exponential lifestyles;Membrane proteins",FALSE
NZ_CP015975.1,A8O17_RS08510,1621580,1622359,+,BSU_16370,fliR,component of the flagellar export machinery,Information processing;Lifestyles;Groups of genes,"Protein synthesis, modification and degradation;Exponential and early post-exponential lifestyles;Membrane proteins",FALSE
NZ_CP015975.1,A8O17_RS08515,1622359,1623441,+,BSU_16380,flhB,component of the flagellar export machinery,Information processing;Lifestyles;Groups of genes,"Protein synthesis, modification and degradation;Exponential and early post-exponential lifestyles;Membrane proteins",FALSE
NZ_CP015975.1,A8O17_RS08520,1623474,1625507,+,BSU_16390,flhA,component of the flagellar export machinery,Information processing;Lifestyles;Groups of genes,"Protein synthesis, modification and degradation;Exponential and early post-exponential lifestyles;Membrane proteins",FALSE
NZ_CP015975.1,A8O17_RS08525,1625507,1626607,+,BSU_16400,flhF,GTPase involved in the export of flagella and number regulation,Lifestyles;Groups of genes,Exponential and early post-exponential lifestyles;Membrane proteins,FALSE
NZ_CP015975.1,A8O17_RS08530,1626598,1627494,+,BSU_16410,flhG,ATPase affecting flagellar basal body localisation and number,Lifestyles;Lifestyles;Lifestyles,Exponential and early post-exponential lifestyles;Exponential and early post-exponential lifestyles;Coping with stress,FALSE
NZ_CP015975.1,A8O17_RS08535,1627496,1628569,+,BSU_16420,cheB,methyl-accepting chemotaxis proteins (MCP)-glutamate methylesterase,Lifestyles;Groups of genes,Exponential and early post-exponential lifestyles;Phosphoproteins,FALSE
NZ_CP015975.1,A8O17_RS08540,1628575,1630593,+,BSU_16430,cheA,chemotactic two-component sensor histidine kinase,Information processing;Information processing;Lifestyles;Lifestyles;Lifestyles;Groups of genes;Groups of genes,"Protein synthesis, modification and degradation;Regulation of gene expression;Exponential and early post-exponential lifestyles;Exponential and early post-exponential lifestyles;Exponential and early post-exponential lifestyles;Membrane proteins;Phosphoproteins",FALSE
NZ_CP015975.1,A8O17_RS08545,1630615,1631085,+,BSU_16440,cheW,modulation of CheA activity in response to attractants (chemotaxis),Lifestyles,Exponential and early post-exponential lifestyles,FALSE
NZ_CP015975.1,A8O17_RS08550,1631104,1631733,+,BSU_16450,cheC,signal terminating phosphatase of CheR-mediated methylation of methyl-accepting chemotaxis proteins (MCPs),Information processing;Lifestyles,"Protein synthesis, modification and degradation;Exponential and early post-exponential lifestyles",FALSE
NZ_CP015975.1,A8O17_RS08555,1631730,1632230,+,BSU_16460,cheD,sequence specific deamidase required for methylation of methyl-accepting chemotaxis proteins (MCPs) by CheR,Information processing;Lifestyles;Lifestyles,"Protein synthesis, modification and degradation;Exponential and early post-exponential lifestyles;Exponential and early post-exponential lifestyles",FALSE
NZ_CP015975.1,A8O17_RS08560,1632253,1633017,+,BSU_16470,sigD,RNA polymerase sigma-28 factor (sigma-D),Information processing;Information processing;Lifestyles;Lifestyles;Lifestyles,RNA synthesis and degradation;Regulation of gene expression;Exponential and early post-exponential lifestyles;Exponential and early post-exponential lifestyles;Exponential and early post-exponential lifestyles,FALSE
NZ_CP015975.1,A8O17_RS08565,1633046,1633549,+,BSU_16480,swrB,coupling factor for flagellin transcription and translation,Information processing;Lifestyles;Groups of genes,Regulation of gene expression;Exponential and early post-exponential lifestyles;Membrane proteins,FALSE
NZ_CP015975.1,A8O17_RS08570,1633693,1634433,+,BSU_16490,rpsB,ribosomal protein S2,Information processing;Groups of genes;Groups of genes;Groups of genes,"Protein synthesis, modification and degradation;Essential genes;Membrane proteins;Universally conserved proteins",FALSE
NZ_CP015975.1,A8O17_RS08575,1634535,1635416,+,BSU_16500,tsf,elongation factor Ts,Information processing;Groups of genes;Groups of genes,"Protein synthesis, modification and degradation;Essential genes;Phosphoproteins",FALSE
NZ_CP015975.1,A8O17_RS08580,1635562,1636284,+,BSU_16510,pyrH,uridylate kinase,Metabolism;Groups of genes,Nucleotide metabolism;Essential genes,FALSE
NZ_CP015975.1,A8O17_RS08585,1636286,1636843,+,BSU_16520,frr,ribosome recycling factor,Information processing;Groups of genes,"Protein synthesis, modification and degradation;Essential genes",FALSE
NZ_CP015975.1,A8O17_RS08590,1636974,1637756,+,BSU_16530,uppS,undecaprenyl pyrophosphate synthase,Cellular processes;Metabolism;Metabolism;Groups of genes,Cell envelope and cell division;Lipid metabolism;Additional metabolic pathways;Essential genes,FALSE
NZ_CP015975.1,A8O17_RS08595,1637760,1638569,+,BSU_16540,cdsA,phosphatidate cytidylyltransferase (CDP-diglyceride synthase),Metabolism;Groups of genes;Groups of genes,Lipid metabolism;Essential genes;Membrane proteins,FALSE
NZ_CP015975.1,A8O17_RS08600,1638631,1639782,+,BSU_16550,dxr,1-deoxy-D-xylulose-5-phosphate reductoisomerase,Metabolism;Groups of genes,Lipid metabolism;Essential genes,FALSE
