target.name,target.accession,query.name,query.accession,full.seq.E-value,full.seq.score,full.seq.bias,best.domain.E-value,best.domain.score,best.domain.bias,exp,reg,clu,ov,env,dom,rep,inc,description.of.target,group
NP_252312.1,-,Sigma70_r2,NA,9.8e-23,78.1,0.1,1.8e-22,77.3,0.1,1.4,1,0,0,1,1,1,1,RNA polymerase sigma factor RpoS [Pseudomonas aeruginosa PAO1],bacteria
NP_249267.1,-,Sigma70_r2,NA,1.7e-22,77.3,0.3,3.5e-22,76.3,0.3,1.6,1,0,0,1,1,1,1,RNA polymerase sigma factor RpoD [Pseudomonas aeruginosa PAO1],bacteria
NP_250146.1,-,Sigma70_r2,NA,1.2e-21,74.6,0.1,1.6e-20,71.1,0,2.3,2,0,0,2,2,1,1,flagellar biosynthesis sigma factor FliA [Pseudomonas aeruginosa PAO1],bacteria
NP_250467.1,-,Sigma70_r2,NA,5.7e-20,69.3,0.2,5.7e-20,69.3,0.2,1.6,2,0,0,2,2,1,1,RNA polymerase sigma factor SigX [Pseudomonas aeruginosa PAO1],bacteria
NP_249453.1,-,Sigma70_r2,NA,2.3e-18,64.1,0.9,4.3e-18,63.2,0.9,1.5,1,0,0,1,1,1,1,RNA polymerase sigma factor AlgU [Pseudomonas aeruginosa PAO1],bacteria
NP_251586.1,-,Sigma70_r2,NA,4.9e-17,59.8,0.7,9.5e-17,58.9,0.7,1.5,1,0,0,1,1,1,1,RNA polymerase sigma factor [Pseudomonas aeruginosa PAO1],bacteria
NP_249067.1,-,Sigma70_r2,NA,7.3e-17,59.3,0.1,2.1e-16,57.8,0,1.9,2,0,0,2,2,1,1,RNA polymerase sigma factor RpoH [Pseudomonas aeruginosa PAO1],bacteria
NP_252588.1,-,Sigma70_r2,NA,2.4e-16,57.7,0.8,4.2e-16,56.9,0.8,1.4,1,0,0,1,1,1,1,RNA polymerase sigma factor [Pseudomonas aeruginosa PAO1],bacteria
NP_251158.1,-,Sigma70_r2,NA,9e-16,55.8,0.4,2e-15,54.7,0.4,1.5,1,0,0,1,1,1,1,ECF sigma factor FoxI [Pseudomonas aeruginosa PAO1],bacteria
NP_250602.1,-,Sigma70_r2,NA,1.5e-15,55.1,1.1,2.6e-15,54.3,1.1,1.4,1,0,0,1,1,1,1,ECF sigma factor FemI [Pseudomonas aeruginosa PAO1],bacteria
NP_249991.1,-,Sigma70_r2,NA,1.7e-15,54.9,1.2,2.8e-15,54.2,1.2,1.3,1,0,0,1,1,1,1,ECF subfamily sigma-70 factor [Pseudomonas aeruginosa PAO1],bacteria
NP_248839.1,-,Sigma70_r2,NA,1.9e-15,54.7,0.3,3.7e-15,53.8,0.3,1.5,1,0,0,1,1,1,1,ECF subfamily sigma-70 factor [Pseudomonas aeruginosa PAO1],bacteria
NP_252100.1,-,Sigma70_r2,NA,4.8e-14,50.3,2.4,1e-13,49.2,2.4,1.5,1,0,0,1,1,1,1,ECF subfamily sigma-70 factor [Pseudomonas aeruginosa PAO1],bacteria
NP_251116.1,-,Sigma70_r2,NA,5.2e-14,50.1,0.2,9e-14,49.4,0.2,1.4,1,0,0,1,1,1,1,extracytoplasmic-function sigma-70 factor [Pseudomonas aeruginosa PAO1],bacteria
NP_249163.1,-,Sigma70_r2,NA,5.8e-14,50,0.3,1e-13,49.2,0.3,1.4,1,0,0,1,1,1,1,RNA polymerase sigma factor [Pseudomonas aeruginosa PAO1],bacteria
NP_250740.1,-,Sigma70_r2,NA,5.8e-14,50,0.1,1.3e-13,48.9,0.1,1.6,2,0,0,2,2,1,1,RNA polymerase sigma factor [Pseudomonas aeruginosa PAO1],bacteria
NP_251975.1,-,Sigma70_r2,NA,3.9e-13,47.4,0.4,7.7e-13,46.4,0.4,1.5,1,0,0,1,1,1,1,ECF subfamily sigma-70 factor [Pseudomonas aeruginosa PAO1],bacteria
NP_250783.1,-,Sigma70_r2,NA,2.4e-12,44.8,0.1,5e-12,43.8,0.1,1.5,1,0,0,1,1,1,1,RNA polymerase sigma factor [Pseudomonas aeruginosa PAO1],bacteria
NP_250042.1,-,Sigma70_r2,NA,2.4e-10,38.4,0.8,5.8e-10,37.2,0.8,1.7,1,0,0,1,1,1,1,ECF subfamily sigma-70 factor [Pseudomonas aeruginosa PAO1],bacteria
NP_251077.1,-,Sigma70_r2,NA,3.4e-10,37.9,1.7,5.8e-10,37.2,1.7,1.4,1,0,0,1,1,1,1,RNA polymerase sigma factor [Pseudomonas aeruginosa PAO1],bacteria
NP_253583.1,-,Sigma70_r2,NA,1.2e-6,26.6,3.1,2.4e-6,25.6,3.1,1.5,1,0,0,1,1,1,1,RNA polymerase sigma factor [Pseudomonas aeruginosa PAO1],bacteria
NP_249366.1,-,Sigma70_r2,NA,5.4e-5,21.3,0.4,1.2e-4,20.2,0.4,1.6,1,0,0,1,1,0,0,ECF sigma factor VreI [Pseudomonas aeruginosa PAO1],bacteria
WP_038962216.1,-,Sigma70_r2,NA,8e-22,75,0.3,1.9e-21,73.8,0.3,1.7,1,0,0,1,1,1,1,MULTISPECIES: RNA polymerase sigma factor RpoD [Ralstonia],bacteria
WP_011001157.1,-,Sigma70_r2,NA,5.5e-21,72.3,0,1.6e-20,70.8,0,1.9,1,0,0,1,1,1,1,MULTISPECIES: RNA polymerase sigma factor RpoS [Ralstonia],bacteria
WP_011000337.1,-,Sigma70_r2,NA,4.9e-20,69.3,0,9.9e-20,68.3,0,1.6,1,0,0,1,1,1,1,MULTISPECIES: RNA polymerase sigma factor RpoH [Ralstonia],bacteria
WP_003264474.1,-,Sigma70_r2,NA,3.5e-19,66.5,1.8,5.8e-19,65.8,1.8,1.4,1,0,0,1,1,1,1,MULTISPECIES: RNA polymerase sigma factor RpoE [Ralstonia],bacteria
WP_170864009.1,-,Sigma70_r2,NA,5.6e-17,59.5,1.2,1e-16,58.6,0,2.1,3,0,0,3,3,1,1,MULTISPECIES: RNA polymerase sigma factor FliA [Ralstonia],bacteria
WP_011002284.1,-,Sigma70_r2,NA,5e-16,56.4,2.8,1.5e-15,54.9,2.8,1.8,1,0,0,1,1,1,1,MULTISPECIES: sigma-70 family RNA polymerase sigma factor [Ralstonia],bacteria
WP_011004896.1,-,Sigma70_r2,NA,6.3e-13,46.5,0.3,1.5e-12,45.3,0.3,1.6,1,0,0,1,1,1,1,MULTISPECIES: RNA polymerase sigma factor [Ralstonia],bacteria
WP_011000001.1,-,Sigma70_r2,NA,6.9e-13,46.4,0.2,1.6e-12,45.2,0,1.7,2,0,0,2,2,1,1,MULTISPECIES: sigma-70 family RNA polymerase sigma factor [Ralstonia],bacteria
WP_011002888.1,-,Sigma70_r2,NA,3.1e-10,37.9,4.2,7.8e-9,33.4,4.2,2.4,1,1,0,1,1,1,1,MULTISPECIES: RNA polymerase sigma factor [Ralstonia],bacteria
WP_011004147.1,-,Sigma70_r2,NA,7.8e-10,36.6,0.9,1.4e-9,35.7,0.9,1.5,1,0,0,1,1,1,1,MULTISPECIES: sigma-70 family RNA polymerase sigma factor [Ralstonia],bacteria
WP_011003934.1,-,Sigma70_r2,NA,1.2e-9,36,0.7,3e-9,34.7,0.7,1.7,1,0,0,1,1,1,1,MULTISPECIES: RNA polymerase sigma factor [Ralstonia],bacteria
WP_011002824.1,-,Sigma70_r2,NA,1.8e-7,29,0.7,3.2e-7,28.2,0.7,1.4,1,0,0,1,1,1,1,MULTISPECIES: RNA polymerase sigma factor [Ralstonia],bacteria
WP_043876817.1,-,Sigma70_r2,NA,2.2e-6,25.5,0.1,4.5e-6,24.5,0.1,1.5,1,0,0,1,1,1,1,MULTISPECIES: RNA polymerase sigma factor [Ralstonia],bacteria
NP_626707.1,-,Sigma70_r2,NA,2.4e-24,83.8,0.5,5.5e-24,82.7,0.5,1.6,1,0,0,1,1,1,1,RNA polymerase principal sigma factor [Streptomyces coelicolor A3(2)],bacteria
NP_629943.1,-,Sigma70_r2,NA,5.8e-23,79.4,0.3,1.1e-22,78.5,0.3,1.5,1,0,0,1,1,1,1,RNA polymerase sigma factor [Streptomyces coelicolor A3(2)],bacteria
NP_629389.1,-,Sigma70_r2,NA,1.3e-21,75,0,2.7e-21,74,0,1.6,1,0,0,1,1,1,1,RNA polymerase sigma factor [Streptomyces coelicolor A3(2)],bacteria
NP_629048.1,-,Sigma70_r2,NA,1.5e-21,74.9,0.1,3.6e-21,73.6,0.1,1.7,1,0,0,1,1,1,1,RNA polymerase factor sigma-70 [Streptomyces coelicolor A3(2)],bacteria
NP_627416.1,-,Sigma70_r2,NA,2.3e-21,74.3,0.3,4.6e-21,73.3,0.3,1.6,1,0,0,1,1,1,1,RNA polymerase principal sigma factor [Streptomyces coelicolor A3(2)],bacteria
NP_629295.1,-,Sigma70_r2,NA,4.2e-21,73.4,0.1,6.7e-21,72.8,0.1,1.3,1,0,0,1,1,1,1,RNA polymerase sigma factor SigE [Streptomyces coelicolor A3(2)],bacteria
NP_627654.1,-,Sigma70_r2,NA,1.4e-20,71.7,2,1.4e-20,71.7,2,2.2,2,1,1,3,3,1,1,ECF subfamily RNA polymerase sigma factor [Streptomyces coelicolor A3(2)],bacteria
NP_625194.1,-,Sigma70_r2,NA,5.4e-20,69.8,0.1,1.1e-19,68.8,0.1,1.6,1,0,0,1,1,1,1,RNA polymerase principal sigma factor HrdC [Streptomyces coelicolor A3(2)],bacteria
NP_628217.1,-,Sigma70_r2,NA,3.2e-19,67.4,0,8.8e-19,66,0,1.8,1,0,0,1,1,1,1,RNA polymerase sigma factor [Streptomyces coelicolor A3(2)],bacteria
NP_631395.1,-,Sigma70_r2,NA,4.6e-19,66.9,0.1,1e-18,65.8,0.1,1.6,1,0,0,1,1,1,1,RNA polymerase secondary sigma factor [Streptomyces coelicolor A3(2)],bacteria
NP_629363.1,-,Sigma70_r2,NA,1.1e-18,65.7,0.4,2.5e-18,64.5,0.4,1.6,1,0,0,1,1,1,1,RNA polymerase sigma factor RpoE [Streptomyces coelicolor A3(2)],bacteria
NP_630601.1,-,Sigma70_r2,NA,1.3e-18,65.4,0,2.6e-18,64.5,0,1.5,1,0,0,1,1,1,1,RNA polymerase sigma factor [Streptomyces coelicolor A3(2)],bacteria
NP_629020.1,-,Sigma70_r2,NA,1.3e-18,65.4,2.2,2.5e-18,64.5,2.2,1.5,1,0,0,1,1,1,1,ECF sigma factor [Streptomyces coelicolor A3(2)],bacteria
NP_624529.1,-,Sigma70_r2,NA,2.2e-18,64.7,1.7,2.2e-18,64.7,0.4,1.7,2,0,0,2,2,1,1,sigma factor [Streptomyces coelicolor A3(2)],bacteria
NP_631369.1,-,Sigma70_r2,NA,2.2e-18,64.7,0.1,4.4e-18,63.7,0.1,1.5,1,0,0,1,1,1,1,RNA polymerase sigma factor [Streptomyces coelicolor A3(2)],bacteria
NP_625996.1,-,Sigma70_r2,NA,3.3e-18,64.1,0.3,6.5e-18,63.2,0.3,1.5,1,0,0,1,1,1,1,RNA polymerase sigma factor SigK [Streptomyces coelicolor A3(2)],bacteria
NP_627533.1,-,Sigma70_r2,NA,6e-18,63.3,1.5,1.1e-17,62.5,0.8,1.8,2,0,0,2,2,1,1,RNA polymerase sigma factor [Streptomyces coelicolor A3(2)],bacteria
NP_631173.1,-,Sigma70_r2,NA,7.5e-18,63,0.3,1.5e-17,62,0.3,1.5,1,0,0,1,1,1,1,ECF family RNA polymerase sigma factor [Streptomyces coelicolor A3(2)],bacteria
NP_628216.1,-,Sigma70_r2,NA,1.1e-17,62.4,0,2.2e-17,61.5,0,1.5,1,0,0,1,1,1,1,RNA polymerase sigma factor [Streptomyces coelicolor A3(2)],bacteria
NP_628078.1,-,Sigma70_r2,NA,1.3e-17,62.3,5,2e-17,61.6,5,1.3,1,0,0,1,1,1,1,RNA polymerase sigma factor SigM [Streptomyces coelicolor A3(2)],bacteria
NP_625550.1,-,Sigma70_r2,NA,1.5e-17,62,0.2,8.3e-17,59.6,0.9,1.9,2,0,0,2,2,1,1,ECF-sigma factor [Streptomyces coelicolor A3(2)],bacteria
NP_624495.1,-,Sigma70_r2,NA,1.1e-16,59.2,1,2.9e-16,57.9,1,1.7,1,0,0,1,1,1,1,ECF sigma factor [Streptomyces coelicolor A3(2)],bacteria
NP_625164.1,-,Sigma70_r2,NA,2.3e-16,58.2,3.2,5.9e-16,56.9,3.2,1.7,1,0,0,1,1,1,1,ECF family RNA polymerase sigma factor [Streptomyces coelicolor A3(2)],bacteria
NP_629755.1,-,Sigma70_r2,NA,2.3e-16,58.2,0,4.4e-16,57.3,0,1.5,1,0,0,1,1,1,1,RNA polymerase sigma factor WhiG [Streptomyces coelicolor A3(2)],bacteria
NP_627178.1,-,Sigma70_r2,NA,3.1e-16,57.8,0.8,5.9e-16,56.9,0.8,1.5,1,0,0,1,1,1,1,RNA polymerase sigma factor SigL [Streptomyces coelicolor A3(2)],bacteria
NP_627288.1,-,Sigma70_r2,NA,4.2e-16,57.4,0,7.3e-16,56.6,0,1.4,1,0,0,1,1,1,1,RNA polymerase sigma factor [Streptomyces coelicolor A3(2)],bacteria
NP_631334.1,-,Sigma70_r2,NA,4.5e-16,57.3,0,1.5e-15,55.6,0,1.9,2,0,0,2,2,1,1,RNA polymerase sigma factor [Streptomyces coelicolor A3(2)],bacteria
NP_624912.1,-,Sigma70_r2,NA,8.6e-16,56.4,0,1.6e-14,52.3,0,2.3,2,0,0,2,2,1,1,RNA polymerase sigma factor sig8 [Streptomyces coelicolor A3(2)],bacteria
NP_629091.1,-,Sigma70_r2,NA,9.1e-16,56.3,0.3,2.3e-15,55,0.3,1.7,1,0,0,1,1,1,1,ECF-sigma factor [Streptomyces coelicolor A3(2)],bacteria
NP_625240.1,-,Sigma70_r2,NA,9.6e-16,56.2,2.9,9.6e-16,56.2,2.9,1.7,2,0,0,2,2,1,1,RNA polymerase sigma factor SigL [Streptomyces coelicolor A3(2)],bacteria
NP_628323.1,-,Sigma70_r2,NA,1.1e-15,56,2.3,2.7e-15,54.8,2.3,1.7,1,0,0,1,1,1,1,ECF family RNA polymerase sigma factor [Streptomyces coelicolor A3(2)],bacteria
NP_625166.1,-,Sigma70_r2,NA,1.2e-15,56,2,2.7e-15,54.8,2,1.6,1,0,0,1,1,1,1,ECF family RNA polymerase sigma factor [Streptomyces coelicolor A3(2)],bacteria
NP_639689.1,-,Sigma70_r2,NA,3.6e-15,54.4,0.3,8.7e-15,53.2,0.3,1.6,1,0,0,1,1,1,1,ecf family sigma factor (plasmid) [Streptomyces coelicolor A3(2)],bacteria
NP_625104.1,-,Sigma70_r2,NA,8.7e-15,53.2,0.4,8.7e-15,53.2,0.4,2.2,2,0,0,2,2,1,1,RNA polymerase sigma factor [Streptomyces coelicolor A3(2)],bacteria
NP_624943.1,-,Sigma70_r2,NA,9.1e-15,53.1,0.5,2.3e-14,51.8,0.5,1.7,1,0,0,1,1,1,1,RNA polymerase sigma factor SigK [Streptomyces coelicolor A3(2)],bacteria
NP_624735.1,-,Sigma70_r2,NA,1.1e-14,52.8,0.3,2.7e-14,51.6,0.3,1.6,1,0,0,1,1,1,1,RNA polymerase sigma factor [Streptomyces coelicolor A3(2)],bacteria
NP_626973.1,-,Sigma70_r2,NA,4.9e-14,50.8,1.5,9.6e-14,49.8,1.5,1.5,1,0,0,1,1,1,1,sigma factor [Streptomyces coelicolor A3(2)],bacteria
NP_625563.1,-,Sigma70_r2,NA,9.5e-14,49.9,1.1,2.5e-13,48.5,1.1,1.7,2,0,0,2,2,1,1,RNA polymerase ECF sigma factor [Streptomyces coelicolor A3(2)],bacteria
NP_631203.1,-,Sigma70_r2,NA,1.1e-13,49.7,1,3e-13,48.2,1,1.7,1,0,0,1,1,1,1,ECF sigma factor [Streptomyces coelicolor A3(2)],bacteria
NP_631166.1,-,Sigma70_r2,NA,1.6e-13,49.1,0.3,3.7e-13,47.9,0.3,1.7,1,0,0,1,1,1,1,RNA polymerase sigma factor [Streptomyces coelicolor A3(2)],bacteria
NP_627901.1,-,Sigma70_r2,NA,1.8e-13,49,1.3,3.2e-13,48.1,1.3,1.4,1,0,0,1,1,1,1,ECF sigma factor [Streptomyces coelicolor A3(2)],bacteria
NP_627820.1,-,Sigma70_r2,NA,3.5e-13,48,0.2,1e-12,46.6,0.2,1.8,1,0,0,1,1,1,1,RNA polymerase sigma factor [Streptomyces coelicolor A3(2)],bacteria
NP_629061.1,-,Sigma70_r2,NA,2.4e-12,45.3,3.7,2.8e-12,45.1,1.8,2,2,0,0,2,2,1,1,RNA polymerase sigma factor [Streptomyces coelicolor A3(2)],bacteria
NP_629018.1,-,Sigma70_r2,NA,3e-12,45,0.6,3e-12,45,0.6,2.3,3,0,0,3,3,1,1,ECF sigma factor [Streptomyces coelicolor A3(2)],bacteria
NP_628577.1,-,Sigma70_r2,NA,4.3e-12,44.5,0.9,7.8e-12,43.7,0.9,1.4,1,0,0,1,1,1,1,RNA polymerase sigma factor [Streptomyces coelicolor A3(2)],bacteria
NP_631061.1,-,Sigma70_r2,NA,1e-11,43.4,1.2,2.6e-11,42,0.1,2,2,0,0,2,2,1,1,RNA polymerase sigma factor [Streptomyces coelicolor A3(2)],bacteria
NP_630339.1,-,Sigma70_r2,NA,1.4e-11,42.9,0.7,1.4e-11,42.9,0.7,2.2,3,0,0,3,3,1,1,sigma factor [Streptomyces coelicolor A3(2)],bacteria
NP_628915.1,-,Sigma70_r2,NA,1.4e-11,42.9,0.3,3.4e-11,41.7,0.3,1.7,1,0,0,1,1,1,1,hypothetical protein SCO4757 [Streptomyces coelicolor A3(2)],bacteria
NP_627808.1,-,Sigma70_r2,NA,1.7e-11,42.6,2.4,1.8e-11,42.6,1.1,1.7,2,0,0,2,2,1,1,RNA polymerase sigma factor [Streptomyces coelicolor A3(2)],bacteria
NP_627927.1,-,Sigma70_r2,NA,1.7e-11,42.6,1.1,3.2e-11,41.7,1.1,1.5,1,0,0,1,1,1,1,RNA polymerase ECF sigma factor [Streptomyces coelicolor A3(2)],bacteria
NP_628295.1,-,Sigma70_r2,NA,2.3e-11,42.2,1.5,4.5e-11,41.3,1.5,1.5,1,0,0,1,1,1,1,hypothetical protein SCO4117 [Streptomyces coelicolor A3(2)],bacteria
NP_628927.1,-,Sigma70_r2,NA,1.9e-10,39.3,2,3.1e-10,38.6,0.2,2.1,2,0,0,2,2,1,1,RNA polymerase sigma factor SigD [Streptomyces coelicolor A3(2)],bacteria
NP_628619.1,-,Sigma70_r2,NA,3.4e-10,38.5,0.8,1.1e-9,36.8,0.8,1.9,1,0,0,1,1,1,1,RNA polymerase sigma factor [Streptomyces coelicolor A3(2)],bacteria
NP_630051.1,-,Sigma70_r2,NA,4.5e-10,38.1,2.1,4.5e-10,38.1,2.1,1.9,2,0,0,2,2,1,1,sigma factor [Streptomyces coelicolor A3(2)],bacteria
NP_631250.1,-,Sigma70_r2,NA,6.9e-10,37.5,1.5,6.9e-10,37.5,1.5,1.6,2,0,0,2,2,1,1,sigma factor [Streptomyces coelicolor A3(2)],bacteria
NP_626143.1,-,Sigma70_r2,NA,7.2e-10,37.4,4.6,1.2e-9,36.7,4.6,1.3,1,0,0,1,1,1,1,RNA polymerase sigma factor [Streptomyces coelicolor A3(2)],bacteria
NP_629148.1,-,Sigma70_r2,NA,3.7e-9,35.1,0.4,6.1e-9,34.4,0.4,1.4,1,0,0,1,1,1,1,RNA polymerase ECF sigma factor [Streptomyces coelicolor A3(2)],bacteria
NP_628187.1,-,Sigma70_r2,NA,5.2e-9,34.7,1,1.1e-8,33.6,1,1.6,1,0,0,1,1,1,1,RNA polymerase sigma factor [Streptomyces coelicolor A3(2)],bacteria
NP_627564.1,-,Sigma70_r2,NA,1.1e-8,33.6,3.8,2.1e-8,32.7,3.8,1.5,1,0,0,1,1,1,1,ECF sigma factor [Streptomyces coelicolor A3(2)],bacteria
NP_639724.1,-,Sigma70_r2,NA,1.6e-5,23.5,2.3,2.8e-5,22.7,2.3,1.4,1,0,0,1,1,1,1,sigma factor (plasmid) [Streptomyces coelicolor A3(2)],bacteria
NP_625842.1,-,Sigma70_r2,NA,2.1e-5,23.1,1,5.3e-5,21.8,0.1,1.9,2,0,0,2,2,1,1,RNA polymerase sigma factor [Streptomyces coelicolor A3(2)],bacteria
NP_626875.1,-,Sigma70_r2,NA,4.1e-5,22.2,2.8,8.5e-5,21.2,1.2,2.2,1,1,1,2,2,1,1,RNA polymerase sigma factor [Streptomyces coelicolor A3(2)],bacteria
WP_011244555.1,-,Sigma70_r2,NA,1.5e-24,82.8,0.4,8.5e-24,80.5,0.1,2.5,3,0,0,3,3,1,1,MULTISPECIES: RNA polymerase sigma factor SigC [Synechococcus],bacteria
WP_081422183.1,-,Sigma70_r2,NA,3e-24,81.9,0.1,7.4e-24,80.7,0.1,1.7,1,0,0,1,1,1,1,RNA polymerase sigma factor RpoD [Synechococcus elongatus],bacteria
WP_011378081.1,-,Sigma70_r2,NA,2.1e-23,79.2,0,6.6e-23,77.6,0,1.9,1,0,0,1,1,1,1,MULTISPECIES: RpoD/SigA family RNA polymerase sigma factor [Synechococcus],bacteria
WP_011244655.1,-,Sigma70_r2,NA,3e-23,78.7,3.1,7e-23,77.5,0.1,2.6,2,0,0,2,2,1,1,circadian expression RNA polymerase sigma factor SigA2 [Synechococcus elongatus],bacteria
WP_011377675.1,-,Sigma70_r2,NA,4.2e-23,78.3,0.2,1e-22,77,0.2,1.7,1,0,0,1,1,1,1,MULTISPECIES: RNA polymerase sigma factor,bacteria
WP_011243265.1,-,Sigma70_r2,NA,2.3e-21,72.7,0.1,5.1e-21,71.6,0.1,1.6,2,0,0,2,2,1,1,MULTISPECIES: RpoD/SigA family RNA polymerase sigma factor [Synechococcus],bacteria
WP_011244481.1,-,Sigma70_r2,NA,3.9e-19,65.5,3.1,9.4e-19,64.3,3.1,1.7,1,0,0,1,1,1,1,MULTISPECIES: sigma-70 family RNA polymerase sigma factor [Synechococcus],bacteria
WP_011244401.1,-,Sigma70_r2,NA,2.1e-18,63.2,0.8,4.4e-18,62.1,0.4,1.8,2,0,0,2,2,1,1,MULTISPECIES: sigma-70 family RNA polymerase sigma factor [Synechococcus],bacteria
WP_011244619.1,-,Sigma70_r2,NA,1.2e-16,57.6,0,2.1e-16,56.8,0,1.4,1,0,0,1,1,1,1,MULTISPECIES: RNA polymerase sigma factor SigF [Synechococcus],bacteria
WP_011244805.1,-,Sigma70_r2,NA,1.4e-16,57.3,0,2.8e-16,56.4,0,1.5,1,0,0,1,1,1,1,MULTISPECIES: RNA polymerase sigma factor SigF [Synechococcus],bacteria
WP_004081730.1,-,Sigma70_r2,NA,1.1e-24,82.7,0.3,2.1e-24,81.9,0.3,1.5,1,0,0,1,1,1,1,MULTISPECIES: RNA polymerase sigma factor RpoD [Thermotoga],bacteria
WP_004082042.1,-,Sigma70_r2,NA,3.4e-18,62,0.1,9.9e-18,60.5,0,1.8,2,0,0,2,2,1,1,MULTISPECIES: sigma-70 family RNA polymerase sigma factor [Thermotoga],bacteria
WP_004080667.1,-,Sigma70_r2,NA,1.5e-17,60,0,2.4e-17,59.3,0,1.4,1,0,0,1,1,1,1,FliA/WhiG family RNA polymerase sigma factor [Thermotoga maritima],bacteria
WP_004081373.1,-,Sigma70_r2,NA,1.6e-16,56.7,0.1,4.2e-16,55.3,0,1.8,2,0,0,2,2,1,1,MULTISPECIES: sigma-70 family RNA polymerase sigma factor [Thermotoga],bacteria
WP_004081164.1,-,Sigma70_r2,NA,1.8e-9,34.1,0,2.4e-9,33.7,0,1.2,1,0,0,1,1,1,1,DNA-directed RNA polymerase sigma-70 factor [Thermotoga maritima],bacteria
WP_010881942.1,-,Sigma70_r2,NA,1.4e-22,75.2,0.8,3.7e-22,73.8,0.1,2.2,2,0,0,2,2,1,1,RNA polymerase sigma factor RpoD [Treponema pallidum],bacteria
WP_010882456.1,-,Sigma70_r2,NA,2e-18,61.9,0,3.9e-18,60.9,0,1.5,1,0,0,1,1,1,1,RNA polymerase sigma factor RpoD/SigA [Treponema pallidum],bacteria
WP_014342819.1,-,Sigma70_r2,NA,1e-17,59.6,0,1.9e-17,58.7,0,1.5,1,0,0,1,1,1,1,RNA polymerase sigma factor WhiG [Treponema pallidum],bacteria
WP_013944800.1,-,Sigma70_r2,NA,5.2e-11,38.1,0.5,9.2e-11,37.3,0.1,1.6,2,0,0,2,2,1,1,MULTISPECIES: RNA polymerase sigma factor [Treponema],bacteria
WP_000372618.1,-,Sigma70_r2,NA,8.8e-23,77.6,1,2.2e-22,76.3,0.3,2.2,2,0,0,2,2,1,1,MULTISPECIES: RNA polymerase sigma factor RpoD [Vibrio],bacteria
WP_000116737.1,-,Sigma70_r2,NA,5.3e-21,71.9,0.1,9.9e-21,71,0.1,1.5,1,0,0,1,1,1,1,RNA polymerase sigma factor RpoS [Vibrio cholerae],bacteria
WP_001005346.1,-,Sigma70_r2,NA,1.1e-19,67.7,0.3,1.7e-19,67.1,0.3,1.3,1,0,0,1,1,1,1,MULTISPECIES: RNA polymerase sigma factor RpoE [Vibrio],bacteria
WP_000184359.1,-,Sigma70_r2,NA,7.5e-18,61.8,0.2,1.6e-17,60.8,0,1.7,2,0,0,2,2,1,1,MULTISPECIES: RNA polymerase sigma factor RpoH [Vibrio],bacteria
WP_001880851.1,-,Sigma70_r2,NA,2.4e-17,60.2,3.9,4.3e-17,59.4,3.9,1.4,1,0,0,1,1,1,1,sigma-70 family RNA polymerase sigma factor [Vibrio cholerae],bacteria
WP_000483035.1,-,Sigma70_r2,NA,3.5e-17,59.6,0,7.9e-17,58.5,0,1.6,1,0,0,1,1,1,1,MULTISPECIES: RNA polymerase sigma factor [Vibrio],bacteria
WP_001030417.1,-,Sigma70_r2,NA,2.3e-16,57,0,3.7e-16,56.4,0,1.4,1,0,0,1,1,1,1,RNA polymerase sigma factor FliA [Vibrio cholerae],bacteria
WP_004432061.1,-,Sigma70_r4_2,NA,5.6e-18,62.6,0.5,2.8e-17,60.4,0,2,2,0,0,2,2,1,1,MULTISPECIES: RNA polymerase sigma factor [Rhizobium/Agrobacterium group],bacteria
WP_038497025.1,-,Sigma70_r4_2,NA,7.6e-17,59,0.1,1.5e-16,58,0.1,1.5,1,0,0,1,1,1,1,MULTISPECIES: RNA polymerase sigma factor [Agrobacterium tumefaciens complex],bacteria
WP_003513086.1,-,Sigma70_r4_2,NA,1.7e-15,54.7,0.1,3e-15,53.9,0.1,1.4,1,0,0,1,1,1,1,MULTISPECIES: RNA polymerase sigma factor [Rhizobium/Agrobacterium group],bacteria
WP_038490951.1,-,Sigma70_r4_2,NA,6e-14,49.7,1.2,1.3e-13,48.7,1.2,1.6,1,0,0,1,1,1,1,MULTISPECIES: sigma-70 family RNA polymerase sigma factor [Rhizobium/Agrobacterium group],bacteria
WP_038493726.1,-,Sigma70_r4_2,NA,9.1e-14,49.1,0.8,1.7e-13,48.3,0.8,1.5,1,0,0,1,1,1,1,MULTISPECIES: RNA polymerase sigma factor [Rhizobium/Agrobacterium group],bacteria
WP_080863981.1,-,Sigma70_r4_2,NA,4.7e-13,46.9,0.3,9.6e-13,45.9,0.3,1.6,1,0,0,1,1,1,1,MULTISPECIES: sigma-70 family RNA polymerase sigma factor [Rhizobium/Agrobacterium group],bacteria
WP_038497316.1,-,Sigma70_r4_2,NA,1.1e-12,45.7,0.4,1.9e-12,44.9,0.4,1.4,1,0,0,1,1,1,1,MULTISPECIES: sigma-70 family RNA polymerase sigma factor [Rhizobium/Agrobacterium group],bacteria
WP_003518695.1,-,Sigma70_r4_2,NA,4e-12,43.9,0,1.3e-11,42.3,0,1.9,2,0,0,2,2,1,1,MULTISPECIES: sigma-70 family RNA polymerase sigma factor [Rhizobium/Agrobacterium group],bacteria
